0.000	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf
inf	0.588	1.112	1.573	1.972	2.309	2.584	2.800	2.958	3.060	3.107	3.112	3.167	3.270	3.416	3.605	3.831	4.093	4.387	4.709	5.055	5.422	5.806	6.203	6.610	7.021	7.433	7.842	8.244	8.635	9.011	9.368	9.703	10.011	10.289	10.534	10.742	10.910	11.035	11.114	11.144	11.165	11.239	11.368	11.555	11.801	12.107	12.475	12.904	13.397	13.953	14.573	15.256	16.001	16.809	17.679	18.609	19.597	20.643	21.745	22.900	24.106	25.360	26.661	28.004	29.388	30.808	32.262	33.746	35.256	36.789	38.340	39.907	41.485	43.069	44.657	46.244	47.825	49.398	50.957	52.500	54.022	55.519	56.989	58.426	59.828	61.192	62.515	63.793	65.023	66.204	67.332	68.406	69.424	70.383	71.283	72.122	72.899	73.614	74.265	inf
inf	1.226	1.162	1.623	2.022	2.359	2.634	2.851	3.009	3.110	3.157	3.152	3.117	3.169	3.266	3.404	3.581	3.793	4.036	4.308	4.604	4.921	5.255	5.602	5.958	6.319	6.681	7.040	7.392	7.733	8.058	8.366	8.650	8.908	9.136	9.331	9.489	9.607	9.681	9.710	9.730	9.801	9.925	10.105	10.342	10.638	10.994	11.411	11.891	12.434	13.040	13.710	14.443	15.239	16.097	17.017	17.997	19.035	20.132	21.283	22.488	23.744	25.049	26.400	27.793	29.227	30.697	32.201	33.735	35.295	36.839	38.390	39.957	41.535	43.119	44.707	46.294	47.875	49.448	51.007	52.550	54.072	55.569	57.039	58.476	59.879	61.243	62.565	63.843	65.073	66.254	67.382	68.456	69.474	70.433	71.333	72.172	72.949	73.664	74.315	inf
inf	1.911	1.784	1.721	2.120	2.456	2.732	2.948	3.106	3.208	3.255	3.245	3.160	3.122	3.171	3.262	3.391	3.555	3.751	3.975	4.224	4.493	4.779	5.079	5.387	5.701	6.015	6.326	6.631	6.924	7.202	7.462	7.699	7.909	8.090	8.237	8.347	8.418	8.445	8.463	8.531	8.649	8.821	9.048	9.333	9.676	10.080	10.545	11.073	11.663	12.317	13.034	13.814	14.658	15.564	16.531	17.558	18.645	19.789	20.988	22.240	23.544	24.896	26.294	27.735	29.217	30.735	32.249	33.783	35.343	36.926	38.488	40.055	41.632	43.217	44.805	46.391	47.973	49.546	51.105	52.648	54.170	55.667	57.136	58.574	59.976	61.340	62.663	63.940	65.171	66.352	67.480	68.554	69.572	70.531	71.431	72.270	73.047	73.761	74.413	inf
inf	2.641	2.451	2.325	2.262	2.599	2.875	3.091	3.249	3.350	3.397	3.382	3.247	3.162	3.126	3.172	3.256	3.376	3.527	3.706	3.910	4.135	4.376	4.631	4.894	5.163	5.433	5.699	5.959	6.207	6.441	6.656	6.848	7.013	7.149	7.251	7.317	7.342	7.360	7.423	7.536	7.699	7.915	8.187	8.517	8.905	9.354	9.863	10.436	11.071	11.770	12.532	13.357	14.245	15.196	16.208	17.280	18.411	19.600	20.844	22.141	23.489	24.886	26.329	27.780	29.262	30.780	32.331	33.875	35.435	37.018	38.620	40.197	41.775	43.359	44.947	46.534	48.115	49.688	51.248	52.790	54.312	55.810	57.279	58.716	60.119	61.483	62.805	64.083	65.314	66.494	67.623	68.697	69.714	70.674	71.573	72.412	73.189	73.904	74.555	inf
inf	3.414	3.160	2.970	2.845	2.783	3.059	3.275	3.433	3.535	3.582	3.561	3.377	3.244	3.164	3.130	3.172	3.250	3.359	3.497	3.659	3.842	4.041	4.254	4.476	4.703	4.930	5.155	5.373	5.579	5.771	5.944	6.094	6.218	6.312	6.372	6.396	6.412	6.472	6.577	6.731	6.936	7.195	7.509	7.880	8.310	8.800	9.352	9.966	10.643	11.384	12.188	13.055	13.985	14.977	16.031	17.145	18.318	19.549	20.835	22.174	23.531	24.928	26.371	27.857	29.348	30.866	32.418	33.999	35.570	37.153	38.754	40.371	41.959	43.544	45.131	46.718	48.300	49.872	51.432	52.975	54.497	55.994	57.463	58.901	60.303	61.667	62.989	64.267	65.498	66.679	67.807	68.881	69.899	70.858	71.758	72.597	73.374	74.088	74.739	inf
inf	4.224	3.907	3.655	3.467	3.343	3.282	3.498	3.656	3.758	3.805	3.779	3.545	3.365	3.240	3.165	3.134	3.173	3.243	3.342	3.465	3.609	3.770	3.944	4.127	4.315	4.504	4.690	4.869	5.037	5.190	5.324	5.435	5.521	5.576	5.597	5.613	5.668	5.766	5.910	6.103	6.346	6.644	6.996	7.406	7.875	8.404	8.995	9.648	10.364	11.143	11.985	12.891	13.860	14.891	15.984	17.137	18.349	19.587	20.873	22.212	23.603	25.009	26.452	27.938	29.464	30.992	32.543	34.125	35.732	37.325	38.927	40.544	42.172	43.767	45.355	46.941	48.523	50.095	51.655	53.198	54.720	56.217	57.686	59.124	60.526	61.890	63.213	64.490	65.721	66.902	68.030	69.104	70.122	71.081	71.981	72.820	73.597	74.311	74.962	inf
inf	5.071	4.690	4.374	4.124	3.938	3.816	3.757	3.915	4.016	4.063	4.033	3.748	3.521	3.352	3.235	3.166	3.137	3.172	3.235	3.323	3.432	3.557	3.696	3.843	3.996	4.149	4.300	4.443	4.576	4.693	4.792	4.868	4.917	4.937	4.951	5.001	5.092	5.226	5.405	5.633	5.913	6.245	6.634	7.079	7.583	8.148	8.774	9.462	10.214	11.028	11.906	12.848	13.852	14.919	16.019	17.172	18.384	19.653	20.948	22.287	23.677	25.116	26.568	28.054	29.580	31.143	32.704	34.285	35.893	37.524	39.136	40.752	42.380	44.015	45.613	47.200	48.781	50.354	51.914	53.456	54.978	56.476	57.945	59.382	60.785	62.149	63.471	64.749	65.980	67.160	68.289	69.363	70.380	71.340	72.239	73.078	73.855	74.570	75.221	inf
inf	5.949	5.505	5.126	4.813	4.565	4.383	4.263	4.205	4.307	4.354	4.318	3.984	3.709	3.495	3.337	3.229	3.166	3.140	3.171	3.227	3.303	3.397	3.503	3.619	3.739	3.861	3.979	4.090	4.191	4.276	4.343	4.387	4.404	4.417	4.462	4.545	4.668	4.833	5.045	5.305	5.617	5.982	6.402	6.879	7.416	8.012	8.671	9.391	10.174	11.021	11.931	12.880	13.884	14.951	16.079	17.240	18.452	19.721	21.045	22.393	23.783	25.222	26.707	28.202	29.728	31.291	32.887	34.478	36.086	37.717	39.366	40.993	42.621	44.255	45.893	47.490	49.072	50.645	52.204	53.747	55.269	56.766	58.236	59.673	61.075	62.439	63.762	65.040	66.270	67.451	68.579	69.653	70.671	71.630	72.530	73.369	74.146	74.860	75.512	inf
inf	6.856	6.349	5.907	5.531	5.221	4.978	4.799	4.683	4.626	4.673	4.632	4.248	3.926	3.668	3.468	3.322	3.223	3.166	3.143	3.170	3.218	3.283	3.361	3.447	3.539	3.632	3.722	3.805	3.877	3.934	3.972	3.987	3.998	4.039	4.113	4.225	4.376	4.570	4.810	5.099	5.439	5.832	6.281	6.787	7.352	7.977	8.664	9.413	10.203	11.050	11.960	12.933	13.945	15.012	16.140	17.328	18.548	19.817	21.141	22.519	23.918	25.357	26.842	28.370	29.905	31.468	33.064	34.690	36.308	37.938	39.588	41.252	42.890	44.524	46.162	47.799	49.391	50.964	52.523	54.066	55.588	57.086	58.555	59.992	61.395	62.759	64.081	65.359	66.589	67.770	68.898	69.972	70.990	71.950	72.849	73.688	74.465	75.180	75.831	inf
inf	7.788	7.217	6.712	6.273	5.902	5.598	5.359	5.185	5.072	5.017	4.971	4.537	4.168	3.865	3.624	3.439	3.305	3.216	3.165	3.145	3.168	3.208	3.261	3.323	3.390	3.458	3.523	3.581	3.628	3.660	3.673	3.682	3.718	3.784	3.883	4.020	4.196	4.415	4.680	4.994	5.358	5.777	6.250	6.781	7.371	8.002	8.689	9.438	10.250	11.103	12.013	12.987	14.023	15.097	16.225	17.414	18.661	19.938	21.262	22.640	24.069	25.517	27.002	28.529	30.097	31.669	33.266	34.892	36.545	38.185	39.834	41.498	43.174	44.818	46.456	48.093	49.725	51.308	52.868	54.410	55.932	57.430	58.899	60.336	61.739	63.103	64.425	65.703	66.933	68.114	69.243	70.317	71.334	72.294	73.193	74.032	74.809	75.524	76.175	inf
